9	30	12	23	1	1	5	16	16	10	18	4	8	7	9
3	29	13	21	16	24	16	22	19	8	14	5	3	13	4
22	26	3	25	30	10	12	13	13	29	23	2	9	20	30
29	21	6	4	1	3	28	25	10	17	19	11	18	2	4
9	1	29	8	17	23	7	30	26	3	19	22	6	28	17
21	11	30	14	10	23	13	17	9	19	9	25	2	27	28
10	7	8	19	25	6	19	2	2	2	6	4	23	30	13
12	29	30	22	21	22	12	26	1	12	24	6	24	15	21
26	8	11	21	5	28	4	9	4	13	29	15	27	3	9
22	7	30	1	28	2	26	24	29	14	29	18	26	28	21
10	17	23	25	10	1	22	11	19	21	14	4	17	7	11
11	24	27	19	12	20	16	6	17	4	22	25	9	2	18
25	1	30	20	6	29	18	14	13	6	29	29	19	19	20
28	26	3	15	3	21	24	16	21	10	18	23	24	28	16
1	28	11	16	6	18	7	27	3	19	26	17	8	23	21
22	2	15	13	6	19	3	15	19	9	21	18	22	26	5
27	12	23	19	14	10	19	22	26	19	26	5	9	24	9
20	16	29	3	29	6	17	28	16	13	20	5	3	25	16
9	25	5	7	28	20	26	14	15	16	1	29	18	20	27
18	9	11	26	10	16	15	25	26	25	11	7	12	24	20
6	14	29	5	17	2	14	6	1	15	12	13	8	8	7
2	29	3	28	16	2	30	11	20	19	24	22	27	7	1
23	17	22	2	15	8	17	22	1	17	15	2	9	27	5
12	25	14	15	5	9	12	12	5	16	20	17	21	23	2
2	19	30	22	23	18	5	23	14	14	7	23	28	9	6
20	7	22	8	10	18	14	28	26	12	24	28	11	28	13
8	9	30	25	30	12	15	4	14	7	1	5	20	9	20
29	2	2	18	4	23	1	20	10	14	18	21	11	30	1
2	6	18	22	20	17	27	21	8	8	29	14	20	26	20
25	8	8	18	3	30	27	28	20	2	27	25	28	6	7
17	30	8	24	12	27	29	17	27	10	19	26	29	12	26
12	10	4	20	8	17	7	23	2	22	6	7	1	10	2
15	25	15	26	2	14	9	15	4	4	21	14	11	13	16
12	24	21	28	9	16	2	10	1	11	29	29	3	14	25
26	5	13	17	5	7	27	28	9	12	19	2	15	8	7
5	18	14	29	3	16	29	8	26	27	12	22	24	29	17
2	29	5	18	10	14	30	16	25	3	6	29	29	17	7
24	4	7	10	13	26	27	14	8	23	2	17	29	3	3
9	8	20	25	13	22	11	25	20	3	17	11	5	13	16
4	15	9	3	27	30	21	14	30	19	2	19	2	8	16
14	28	17	18	16	8	23	13	18	10	19	25	28	11	4
30	21	16	13	19	19	21	5	11	11	13	17	18	29	9
25	9	12	27	2	7	29	27	30	22	29	28	27	6	16
3	25	30	10	21	29	29	28	26	13	3	20	27	14	20
22	18	24	1	11	8	21	26	29	1	15	6	10	28	5
12	10	25	30	10	16	5	27	18	13	11	17	23	18	5
8	17	5	3	17	18	14	17	17	10	14	17	13	8	9
21	7	24	15	6	16	2	18	28	6	7	30	27	12	3
25	27	27	6	17	21	19	6	14	29	12	24	10	2	15
2	4	8	27	26	2	5	4	7	26	23	3	10	20	10
29	4	30	18	26	6	9	23	12	9	23	17	6	20	9
23	2	10	14	8	30	22	12	30	1	23	11	13	1	11
20	6	30	17	5	9	23	5	24	5	21	25	20	28	18
9	1	3	15	19	19	16	13	7	18	14	18	7	9	15
30	18	29	30	13	5	29	4	14	30	28	11	3	21	1
26	24	22	22	23	30	12	2	18	15	10	15	10	4	25
13	14	24	3	6	30	10	15	28	5	20	9	9	4	6
13	22	10	6	19	3	25	2	4	7	15	30	10	8	21
24	3	5	8	6	30	14	21	12	17	30	20	30	15	12
18	29	15	25	20	15	7	19	25	28	14	4	23	19	3
24	24	9	18	10	14	23	8	1	24	17	11	20	10	2
17	4	27	30	21	10	23	19	2	11	25	28	18	2	13
23	6	26	3	9	4	11	12	15	22	1	15	26	22	9
2	13	30	29	10	30	17	18	16	4	12	15	16	11	3
9	25	6	15	25	3	12	23	13	29	3	1	19	6	25
18	14	11	7	17	12	23	20	30	4	11	6	30	30	28
21	13	21	23	22	25	26	19	10	16	13	30	10	11	22
2	3	25	14	9	1	1	11	2	13	10	18	10	12	30
29	23	15	26	20	6	4	18	29	4	11	5	21	27	15
4	10	4	28	10	3	22	7	7	3	6	26	11	23	18
6	30	5	8	3	27	16	18	10	12	27	24	15	7	1
9	19	16	2	10	23	15	7	20	6	29	7	26	15	25
7	13	25	7	8	21	16	22	8	23	25	16	4	24	11
15	16	12	10	7	21	25	25	19	23	2	27	12	10	26
15	26	27	29	4	11	14	2	19	12	28	16	11	28	16
2	9	30	22	11	16	23	7	12	2	3	17	6	12	6
27	18	12	23	5	11	1	2	11	23	12	21	17	9	23
1	24	5	13	21	23	18	27	12	4	9	7	24	7	25
4	21	5	10	4	19	4	7	23	22	10	14	13	23	25
5	1	7	2	9	3	24	4	14	8	10	28	18	12	1
29	8	14	2	21	28	27	5	8	23	15	7	14	8	16
7	24	22	20	9	12	7	29	6	6	9	15	3	10	10
13	24	12	7	5	14	22	22	17	16	2	2	27	4	8
19	2	22	9	16	10	29	29	25	2	24	21	1	9	8
22	23	20	21	3	1	17	4	5	5	12	25	19	28	27
27	13	5	16	15	20	9	27	28	20	19	30	28	14	4
13	25	10	18	23	9	28	3	24	22	16	3	5	22	14
3	22	23	10	23	23	2	10	10	6	9	6	18	17	20
7	16	22	17	25	6	8	24	9	20	7	2	13	26	6
29	8	7	25	10	14	17	23	25	3	14	19	19	9	6
12	13	30	1	29	8	6	3	2	27	14	2	16	7	10
4	29	19	9	29	23	20	1	21	4	12	26	13	5	17
24	7	27	15	10	17	10	29	3	6	1	17	22	4	28
14	29	26	27	30	12	28	6	16	27	4	2	8	4	5
30	17	16	27	29	25	14	27	15	9	20	19	14	25	23
25	27	25	25	16	27	7	18	3	27	6	8	10	20	7
3	20	17	2	23	25	17	28	25	14	28	1	23	6	29
19	22	19	7	6	25	5	1	20	4	26	14	27	14	11
3	4	15	26	1	30	3	20	28	29	15	29	24	18	6
28	25	22	10	5	26	1	21	9	22	3	25	23	17	27
1	1	20	10	12	21	14	28	21	12	19	11	8	5	20
17	22	12	20	6	14	13	4	26	1	10	1	4	28	8
15	8	18	26	28	28	18	4	16	6	9	30	9	3	4
13	28	7	21	3	10	19	26	20	6	19	15	29	15	18
14	28	20	3	25	20	21	4	25	26	6	27	14	2	15
27	8	15	1	5	17	6	15	9	25	11	14	8	19	27
16	13	7	25	9	10	21	30	17	25	2	12	10	23	3
14	19	21	12	20	3	16	25	1	24	13	9	29	19	27
19	2	25	12	14	24	6	8	1	18	3	2	23	24	28
9	16	21	6	30	12	21	25	27	5	28	9	16	17	13
5	14	13	25	20	29	23	27	5	19	23	30	19	23	19
6	26	8	7	19	15	20	14	27	11	14	13	1	28	11
11	25	23	12	1	19	22	10	16	27	23	10	6	10	7
13	18	20	18	22	29	22	5	4	6	23	26	2	17	29
7	13	2	5	17	9	16	30	22	3	27	28	22	29	27
26	20	29	6	12	7	20	9	9	22	23	18	26	2	26
27	21	13	25	15	4	25	3	5	12	13	11	26	1	13
21	21	28	29	6	13	28	8	29	7	6	26	29	14	17
14	10	20	9	16	30	24	5	13	29	29	18	3	8	24
19	3	10	9	29	8	24	26	15	7	13	16	18	5	9
27	23	30	29	25	29	16	26	22	26	5	29	16	10	5
11	18	11	9	7	29	1	1	27	19	29	3	26	5	26
10	2	26	24	4	13	15	16	3	22	18	17	26	17	16
9	11	9	9	27	25	17	24	28	22	7	4	29	6	26
9	20	14	18	16	29	9	6	1	22	25	23	25	14	5
28	29	4	1	30	10	9	6	19	26	27	8	10	7	4
2	20	23	25	10	21	17	2	11	13	15	29	5	12	15
28	16	16	22	11	25	12	19	23	16	30	1	9	25	8
30	1	2	6	28	4	19	26	11	3	8	12	9	17	22
15	24	16	2	17	12	25	1	3	10	28	5	22	17	26
17	17	25	9	17	2	16	22	21	13	28	1	26	6	16
19	6	7	9	13	3	3	14	16	20	17	29	8	13	16
29	6	5	8	25	23	19	17	2	27	28	11	30	7	15
24	20	12	20	30	9	2	11	1	26	15	25	23	8	30
1	22	24	26	30	24	3	22	13	20	22	10	8	6	12
12	6	2	20	30	30	5	14	17	19	26	13	2	15	30
28	13	21	23	7	29	28	6	6	18	27	14	29	21	15
11	25	27	5	7	30	7	28	8	10	22	20	2	16	19
29	19	26	13	20	11	8	21	5	27	12	22	17	6	4
23	11	21	8	24	11	14	28	21	21	12	1	22	30	29
26	3	9	30	17	10	24	27	2	2	29	3	26	28	26
6	19	30	9	28	17	10	8	27	16	21	27	29	26	25
24	25	29	28	4	12	8	2	2	13	4	7	15	21	27
23	13	15	2	5	25	29	10	11	6	11	19	21	26	3
15	24	9	9	6	25	26	17	20	10	23	1	21	26	1
28	21	28	14	28	17	22	29	3	12	11	13	26	22	6
30	9	1	13	25	5	12	22	5	16	30	6	4	22	15
4	7	9	17	19	17	20	8	21	22	11	25	18	25	4
22	20	21	29	17	5	25	23	13	13	14	5	14	26	23
4	26	13	22	8	26	3	11	29	10	23	19	8	22	10
30	7	23	5	27	19	20	30	20	16	21	20	6	17	14
23	8	28	9	11	16	2	25	28	10	18	25	30	18	13
6	3	5	5	19	28	26	16	13	16	20	9	22	4	4
14	18	17	21	29	5	24	26	28	1	8	27	15	22	16
18	9	18	26	18	24	10	19	10	8	15	16	28	30	10
16	20	30	5	3	28	1	27	12	10	13	5	17	9	25
22	11	8	19	14	21	18	7	27	3	23	27	12	7	24
6	28	1	13	8	4	20	13	17	7	18	16	6	5	1
18	29	18	29	23	7	25	8	6	14	30	14	20	20	16
1	25	13	13	28	8	10	5	21	13	4	9	8	10	15
2	8	21	27	24	15	27	14	11	28	6	17	29	29	9
16	17	23	7	15	12	22	17	24	27	21	21	7	7	16
2	12	25	16	14	24	9	28	9	30	5	5	1	8	10
12	6	6	3	18	24	9	9	2	17	19	1	19	25	12
30	15	10	3	3	14	30	16	23	27	11	7	11	23	26
3	2	9	8	9	27	26	29	18	2	28	23	13	7	2
18	9	14	1	6	30	6	22	26	1	1	14	5	30	6
19	15	16	19	8	8	12	24	20	28	24	16	8	5	1
15	7	16	19	8	1	28	23	1	18	30	28	29	17	18
13	12	13	3	21	24	27	3	8	16	14	26	22	10	18
26	24	13	19	17	18	29	5	8	20	30	23	9	23	26
8	15	25	25	17	15	9	24	22	27	19	11	6	28	9
15	26	4	9	8	11	17	21	7	4	2	23	22	23	21
23	5	4	10	6	29	16	28	21	21	3	23	30	22	21
3	2	12	27	28	10	5	24	14	20	10	22	20	19	27
9	21	2	28	13	16	4	13	17	25	6	5	26	28	21
16	10	22	8	11	1	26	28	25	11	12	11	28	4	24
24	12	7	6	2	13	14	26	4	19	19	26	15	29	18
21	12	16	8	6	6	7	12	6	11	27	14	6	9	14
8	8	9	8	3	10	22	28	19	11	21	12	9	1	11
18	28	17	13	10	30	29	12	4	30	26	29	12	11	25
27	5	12	12	27	17	30	27	16	18	15	19	19	3	13
20	23	18	10	5	15	3	1	16	28	12	12	26	17	16
18	1	3	5	3	28	26	6	3	13	22	18	18	15	1
3	30	12	20	3	4	5	25	2	24	1	5	13	21	2
9	10	4	6	2	26	5	13	16	28	16	9	12	27	20
10	18	2	6	22	17	23	5	24	15	20	20	17	18	28
29	1	26	14	4	2	6	7	30	24	3	23	3	21	9
1	13	19	2	7	2	13	29	14	23	28	12	23	18	20
28	3	25	16	8	18	13	22	7	13	5	8	30	2	6
16	6	23	15	25	21	22	17	17	4	17	11	30	24	7
15	26	15	28	8	23	30	5	20	5	10	12	10	6	28
17	2	22	21	8	19	29	22	18	18	8	27	18	1	12
21	25	14	30	29	25	13	9	15	24	19	4	2	12	26
18	16	17	21	10	27	12	27	9	3	2	27	14	28	22
21	27	16	16	12	7	21	28	13	15	25	30	1	24	14
7	22	30	26	27	27	12	1	18	18	15	23	16	26	13
19	10	20	15	30	2	4	9	2	8	19	26	22	3	16
13	1	13	11	10	10	27	28	2	15	29	27	26	25	23
13	16	25	16	17	26	5	21	21	5	25	9	3	1	19
22	2	14	16	27	16	28	17	22	20	10	18	2	3	21
5	17	22	4	18	20	21	22	8	23	11	24	2	3	26
1	9	30	18	24	1	23	7	18	10	6	23	5	1	25
4	27	27	3	15	3	14	19	10	4	20	23	17	10	4
3	10	12	29	2	29	24	18	28	18	23	21	9	10	19
15	18	22	5	13	2	2	23	17	3	6	12	13	28	2
25	22	20	1	24	15	2	29	13	10	20	4	15	25	4
7	19	20	22	8	21	3	23	29	12	10	30	16	26	22
24	21	9	10	6	10	30	5	2	8	23	20	12	1	2
21	23	4	21	9	19	2	7	15	12	8	24	18	27	14
29	18	30	27	12	24	12	12	5	21	12	23	27	3	6
11	17	26	2	1	17	17	11	13	25	18	29	1	27	27
16	7	6	7	11	17	21	28	9	28	19	2	21	21	18
22	16	23	28	13	13	17	14	3	24	1	12	28	15	21
20	21	28	12	27	7	15	24	12	19	18	7	2	21	9
26	27	19	7	15	30	16	30	8	23	8	28	13	3	29
4	22	20	25	11	17	6	27	4	11	8	19	23	5	18
29	21	8	23	2	4	5	25	22	30	18	23	26	25	13
24	18	24	22	6	26	22	29	7	26	4	28	18	24	24
29	6	4	29	9	14	9	17	22	26	29	17	23	22	25
19	20	5	7	20	30	15	11	23	9	2	11	8	1	3
4	19	22	27	18	13	11	7	2	28	1	27	17	10	6
29	27	24	21	26	25	9	26	28	25	8	17	23	23	27
5	20	12	4	17	27	4	25	2	28	14	4	22	22	2
7	17	23	11	23	26	29	24	15	23	9	30	7	26	4
26	6	8	16	5	5	12	4	5	12	5	25	21	4	2
6	7	9	21	1	5	2	20	20	9	21	15	28	4	25
7	28	25	6	2	29	14	27	14	19	10	10	27	5	3
19	22	21	13	26	30	8	28	20	25	30	2	11	22	28
4	22	18	22	17	11	30	11	26	22	28	3	30	14	25
14	28	14	6	11	29	14	6	22	13	17	5	25	1	18
1	22	3	13	19	20	10	3	20	26	25	17	10	26	17
14	2	15	27	13	27	3	28	26	22	12	3	28	13	30
1	26	3	3	16	16	13	21	9	12	8	5	9	24	1
29	19	28	2	10	9	16	26	2	11	25	8	26	27	19
16	21	30	7	23	27	26	1	30	10	12	8	21	18	11
15	21	1	21	23	24	12	4	8	29	1	7	26	13	24
20	3	29	11	17	24	27	23	13	14	9	29	8	6	28
14	14	29	23	23	12	19	28	15	2	24	17	14	29	15
26	8	1	4	19	12	25	11	18	26	26	6	23	16	10
15	26	17	10	27	25	16	27	25	12	9	3	13	14	29
3	21	10	7	19	4	2	25	2	9	19	10	25	7	4
6	4	1	10	7	10	28	2	3	18	5	28	16	11	9
9	7	23	7	23	11	10	28	3	15	27	23	19	1	30
9	5	15	5	26	14	17	19	11	27	23	11	3	25	10
30	15	14	17	30	3	22	17	19	6	24	22	3	16	7
4	30	1	28	28	15	17	14	3	29	15	15	28	12	18
26	23	10	19	16	6	20	4	7	6	19	10	18	12	15
15	23	12	20	26	26	21	24	16	3	3	4	12	3	14
30	10	6	28	28	11	8	14	1	1	2	30	3	16	30
20	30	23	13	24	3	21	5	2	25	19	4	15	9	4
7	4	2	1	12	2	30	15	15	23	9	28	14	30	14
9	23	12	30	20	29	28	20	23	25	28	10	5	25	1
8	30	25	9	20	29	9	10	17	11	15	30	5	16	27
2	24	23	25	24	20	11	19	14	8	17	17	26	6	29
17	20	29	10	26	19	3	20	28	23	1	2	12	23	2
5	6	24	18	16	25	3	26	19	16	23	15	24	7	14
18	28	28	11	12	11	6	21	15	15	15	7	23	4	5
24	13	25	8	18	7	16	13	11	26	9	8	16	17	16
7	9	6	17	11	26	17	28	26	3	27	30	3	14	15
18	8	29	26	28	5	24	28	1	10	18	30	14	13	4
13	16	5	12	22	25	18	3	17	7	13	20	18	4	7
7	8	4	6	14	28	18	5	19	9	29	18	8	4	13
3	9	4	25	30	5	26	12	19	9	12	29	29	30	5
5	10	17	20	2	15	4	3	1	30	27	19	3	2	27
18	27	4	13	9	18	19	8	3	13	3	28	2	18	20
25	1	20	24	18	26	10	9	15	13	6	23	16	4	5
15	2	6	24	28	18	16	11	8	22	25	26	19	18	1
28	5	13	18	11	8	24	16	12	17	28	23	15	18	25
20	13	25	24	16	10	17	26	2	7	8	7	16	24	10
16	17	15	27	26	26	18	29	24	10	3	21	8	26	1
5	4	4	3	10	12	21	13	22	21	23	19	18	28	12
30	6	3	19	9	1	17	22	4	11	17	14	27	12	24
10	4	22	26	9	25	15	10	10	9	30	10	12	24	8
13	2	9	28	26	7	21	10	4	25	20	5	18	16	28
27	10	3	27	7	28	12	2	17	7	5	11	23	24	14
20	8	26	13	18	8	1	22	29	20	27	26	28	15	10
18	14	18	11	24	29	9	15	23	8	26	23	11	7	17
15	8	4	18	22	16	29	18	11	28	27	22	12	6	30
27	28	1	20	4	20	20	25	23	30	3	5	15	24	26
11	9	28	22	5	27	30	10	25	30	9	26	5	7	14
9	28	1	24	21	23	24	28	2	2	17	27	14	25	23
23	6	10	1	16	15	20	19	17	30	30	11	22	10	27
27	12	4	13	13	9	17	29	9	8	12	27	29	10	11
27	20	19	24	30	12	15	26	4	4	6	9	5	6	18
6	30	6	14	5	1	11	25	1	24	27	10	18	1	24
11	29	2	3	16	11	23	30	19	6	15	19	8	6	19
28	5	20	19	5	11	27	2	8	30	25	18	19	12	28
13	1	17	22	30	15	30	4	10	29	24	25	7	3	23
25	2	2	11	25	7	8	9	28	13	25	30	10	5	7
3	19	27	5	1	6	10	10	10	5	25	21	24	26	30
16	3	30	6	9	17	7	15	24	16	27	7	26	3	17
30	8	27	26	30	24	23	24	25	9	4	21	1	18	23
5	17	30	2	23	25	30	3	17	2	7	12	4	29	6
6	2	22	18	28	20	9	19	26	9	22	16	8	10	18
21	9	11	19	5	9	12	8	9	6	9	5	14	11	20
7	13	9	8	21	13	19	19	28	13	7	25	4	12	25
27	20	1	28	10	4	28	27	10	19	11	21	30	5	23
24	4	5	23	5	3	7	1	19	14	6	1	7	22	26
25	6	19	28	8	10	21	3	28	9	26	22	4	26	19
7	24	18	12	7	8	25	6	26	30	1	4	10	28	10
16	6	18	22	8	9	7	19	21	18	5	30	5	24	15
13	25	25	28	2	9	20	1	26	8	2	7	10	17	16
24	8	19	24	7	3	14	28	24	20	22	5	2	26	20
21	7	6	26	11	28	6	22	23	6	4	15	14	19	11
25	10	3	5	24	24	1	4	19	17	21	22	25	4	6
26	9	9	14	7	12	3	29	21	22	15	17	20	30	10
11	1	16	17	20	27	10	7	8	17	19	4	29	16	17
17	30	19	21	15	15	9	5	29	25	21	24	11	21	19
18	22	4	19	21	15	26	19	11	9	15	25	12	22	17
4	29	27	25	26	14	27	27	29	7	28	8	11	23	1
16	21	9	17	26	19	17	25	21	15	17	2	9	18	28
24	22	11	18	22	13	8	11	14	19	1	17	10	1	19
14	30	8	14	22	16	15	22	30	14	6	3	5	21	14
8	2	19	13	21	13	21	26	3	19	30	17	14	27	6
1	4	22	1	9	30	2	17	9	26	30	23	5	9	17
2	6	17	6	2	9	1	24	20	29	30	12	18	25	2
23	7	18	4	29	10	7	24	6	27	28	18	24	7	29
29	9	29	8	14	14	11	12	13	26	20	13	2	9	6
19	3	3	23	22	7	14	17	30	28	5	15	18	10	8
8	6	29	9	20	15	1	9	16	26	16	7	23	27	15
10	4	29	25	11	6	3	12	6	13	25	16	4	26	4
16	29	26	29	9	17	25	24	28	18	22	25	6	13	21
7	9	14	1	12	27	22	8	6	20	18	5	19	7	6
20	15	24	7	27	1	29	18	21	9	23	3	3	26	15
9	4	8	14	11	17	17	3	9	24	12	16	1	5	10
11	12	23	28	18	10	15	20	15	22	25	18	4	2	18
30	5	17	28	27	12	16	9	5	24	1	26	16	27	24
24	28	6	29	17	5	20	1	17	17	12	18	30	17	14
10	7	15	23	8	2	16	20	12	1	20	6	17	30	5
18	28	11	2	22	23	16	16	4	17	25	8	13	26	13
14	4	15	18	2	1	4	3	8	23	17	9	7	10	30
9	23	6	25	15	10	24	16	25	13	10	2	7	5	20
3	15	19	13	20	19	21	5	26	12	15	15	23	24	8
5	21	25	21	14	8	14	12	25	16	1	24	8	11	25
21	5	21	22	20	22	30	10	4	8	18	24	22	30	2
9	6	29	1	9	2	13	13	1	19	21	4	25	6	13
4	29	18	4	29	1	21	7	24	13	27	6	27	10	17
20	3	21	2	3	23	7	19	24	1	9	2	25	14	28
20	16	26	23	22	1	11	22	8	1	20	25	5	14	17
15	14	27	21	7	17	18	30	27	12	21	6	23	2	17
22	9	2	16	16	9	13	13	14	1	14	13	8	11	23
27	23	2	1	8	26	21	27	24	25	17	8	9	16	4
22	6	1	1	13	24	12	16	9	24	26	18	15	4	13
12	15	13	3	16	18	20	7	25	16	16	5	4	14	1
29	20	14	2	28	22	11	2	28	16	11	1	6	3	24
21	28	28	9	8	1	3	21	4	22	12	7	16	26	5
30	11	12	18	22	16	22	21	15	19	13	10	6	13	24
25	12	14	10	2	4	10	11	20	11	28	19	27	2	18
12	28	4	27	18	30	13	29	3	24	9	30	29	24	4
27	14	30	11	3	25	3	20	24	13	1	3	19	23	26
8	27	20	1	16	3	21	22	14	13	1	7	29	22	24
21	29	11	27	14	9	5	11	27	17	18	3	17	8	10
21	2	22	9	9	26	9	21	3	1	28	15	16	5	13
19	29	7	25	27	28	24	24	24	21	4	1	8	18	12
27	3	30	2	13	22	7	1	12	6	12	28	21	4	27
2	6	30	2	9	27	19	11	8	21	5	2	16	19	14
29	30	29	1	4	16	7	11	22	29	10	1	25	18	11
15	26	21	21	14	26	16	22	2	16	28	12	25	3	1
7	4	12	28	30	1	10	7	8	22	11	23	20	10	19
12	20	29	17	5	21	10	7	17	27	1	6	10	10	16
30	18	12	27	10	2	16	7	27	27	17	24	7	1	29
12	29	18	2	5	14	26	21	15	28	14	2	14	7	25
21	7	7	5	30	26	15	21	3	2	20	18	3	30	3
11	21	13	3	1	27	18	6	30	4	26	9	30	11	5
19	26	2	14	23	25	20	26	8	15	4	9	30	10	24
5	2	6	28	23	2	11	18	15	16	17	15	1	3	2
17	10	18	14	16	12	13	10	23	2	24	20	17	2	29
30	28	9	10	13	13	21	28	9	2	7	12	28	5	5
4	8	2	7	7	4	14	30	8	3	3	18	20	1	17
26	17	10	13	10	7	11	25	6	10	8	23	1	30	16
15	26	5	10	29	21	25	6	22	9	23	18	13	25	22
12	2	4	25	16	12	21	28	19	3	23	25	15	2	21
3	22	16	20	5	24	9	23	19	1	10	17	10	10	17
12	16	22	20	13	30	3	18	17	7	8	19	17	9	24
3	7	28	15	4	27	13	1	3	9	1	19	27	21	18
4	17	17	23	8	11	16	27	29	24	23	24	28	18	17
28	17	16	2	2	7	14	4	4	14	13	17	18	13	15
29	28	13	12	2	29	7	13	12	28	5	21	29	30	21
29	19	17	30	26	14	7	25	9	10	14	3	4	28	21
8	5	16	24	25	20	12	30	12	27	8	10	4	23	28
13	22	5	1	13	20	3	8	11	30	12	5	28	9	4
13	28	25	13	13	20	25	9	3	6	3	17	13	28	13
8	23	15	8	22	3	22	18	9	9	8	30	5	9	18
18	21	24	22	7	18	16	18	1	21	1	21	13	24	29
20	21	2	27	5	20	26	11	1	30	22	25	20	8	8
28	2	26	24	5	29	28	7	20	25	20	18	3	1	15
13	7	10	10	11	14	25	3	20	29	8	23	23	29	21
21	6	16	20	20	26	8	14	25	20	27	25	4	5	10
4	15	4	13	3	4	7	26	9	29	29	18	28	11	4
28	12	29	27	28	1	5	7	25	1	27	23	10	20	30
12	21	19	3	17	13	28	11	22	30	21	1	29	14	27
22	17	14	19	23	30	23	8	26	23	24	21	25	5	14
5	18	30	25	13	8	6	23	14	4	15	26	8	29	6
23	19	4	22	12	14	24	29	26	12	2	7	5	25	22
9	14	13	2	6	2	27	9	12	7	11	30	16	2	2
7	4	27	8	15	24	6	24	20	24	4	26	8	23	10
18	20	8	3	21	3	16	29	23	23	9	11	8	14	18
24	15	7	18	28	8	4	26	25	27	11	5	17	28	23
21	25	13	19	10	28	13	13	24	8	14	6	22	9	3
25	19	20	18	23	2	22	18	23	1	15	16	25	12	25
4	24	21	23	4	22	23	3	17	10	24	10	25	17	22
3	10	19	28	20	20	18	19	8	30	3	3	8	5	20
18	27	2	20	21	3	3	7	9	15	26	17	9	1	7
22	14	29	1	11	15	12	17	27	30	17	11	7	26	23
15	19	29	26	1	28	30	14	21	1	18	27	22	20	21
24	3	8	29	1	25	10	6	24	13	13	12	1	7	22
18	6	7	17	4	26	15	8	27	30	14	26	22	5	2
24	30	29	14	8	9	30	26	4	25	1	19	5	10	23
1	19	30	4	22	29	25	18	1	24	4	11	7	3	6
30	28	18	29	8	21	1	13	2	14	30	18	29	12	29
20	19	15	14	24	17	28	2	2	9	11	18	29	5	15
4	21	18	9	8	13	17	5	30	16	23	13	26	2	27
3	1	23	20	28	6	14	9	18	3	24	19	8	27	27
20	23	5	16	8	8	16	29	8	3	5	11	6	25	8
25	30	15	21	6	29	3	25	13	23	12	29	25	26	18
4	9	16	21	11	24	17	14	2	9	25	19	27	26	12
8	1	16	4	5	14	17	12	28	9	2	19	9	16	11
15	11	7	5	29	13	17	30	6	7	8	20	11	17	17
26	2	29	16	20	28	20	30	14	25	3	23	16	21	25
12	18	17	2	23	7	1	16	28	21	28	20	8	25	6
28	6	10	11	16	14	23	2	25	23	24	30	17	23	1
28	25	19	30	11	12	19	20	20	5	23	13	14	29	10
16	3	1	15	25	28	7	2	26	23	17	5	13	9	17
